student_id,first_name,age,gpa,favorite_pet,voted,birthdate
1916,Barbara,22,2.8,cat,1,8-Oct
2426,Brandy,22,2.1,dog,1,26-Sep
4312,Olivia,22,2.7,dvg,1,22-Oct
1503,Jon,22,3.5,cat,1,25-Mar
3190,Ivan,22,3.5,parrot,1,6-Jan
2374,Stephen,22,2.2,dog,1,9-May
3373,Fatima,22,2.7,cat,1,14-Oct
3677,Isabella,22,3.3,hamster,0,8-Mar
4465,Ava,22,2.7,hamster,1,21-Sep
4048,Carlos,22,4,dog,0,26-Jan
4841,Ivan,22,3.1,cat,0,18-Aug
2567,Gail,22,4,dog,1,13-Oct
3832,Ivan,22,3,dog,0,5-Nov
5170,Carlos,22,3.6,cat,1,3-Sep
5075,Carlos,22,2.8,cat,0,11-Jun
1829,Daryl,22,2.3,snake,1,17-Feb
2616,Erin,22,2.6,dog,0,20-May
1423,Jeff,22,3,cat,1,9-Mar
4099,Ava,22,2.7,dog,0,21-Jul
3229,Olivia,22,2.1,dog,1,23-Apr
928,Kristen,22,3.9,snake,0,13-Jan
4309,Wei,22,2.8,cat,1,15-Aug
2800,Eddie,22,2.1,dog,0,23-Jul
4511,Isabella,22,2.7,cat,0,3-Jan
489,Jake,22,,dgg,0,26-Jul
1279,Neil,22,2.1,dog,1,14-Dec
3263,Ava,22,2.7,cat,1,24-Feb
5059,Yuki,22,2.1,rabbit,0,7-Jan
4039,Mohammed,22,3,dog,1,12-Oct
3083,Terry,22,2.9,dog,1,10-Mar
2363,Johnny,22,2.6,rabbit,0,18-Oct
4894,Aisha,22,3.3,cat,1,10-Jul
2771,Tracey,22,2.6,cnt,0,26-Aug
4889,Wei,22,2.6,cat,0,14-Feb
271,Becky,22,3.7,dkg,1,28-Jan
3152,Raj,22,3.9,cat,1,26-Mar
4603,Ava,22,3.1,cat,0,9-Mar
3259,Fatima,22,2.1,cat,0,1-Oct
164,Leah,22,3,dog,0,28-Sep
3944,Carlos,22,3.8,dog,0,10-Oct
4853,Yuki,22,3.9,snake,1,1-Feb
3264,Isabella,22,3.4,cat,0,13-May
2725,Gloria,22,3.5,dog,1,3-Feb
3691,Fatima,22,3.8,cwt,1,24-Jun
4338,Yuki,22,2.5,cat,1,24-Aug
3366,Aisha,22,3.3,snake,0,10-Apr
2493,Charles,22,3,cat,1,26-Jan
2758,Lindsay,22,2.7,snake,1,4-Dec
4729,Aisha,22,2.8,dog,1,14-Oct
4333,Aisha,22,3.5,dog,1,16-Sep
929,Nicole,22,2.5,dog,1,26-Dec
4835,Aisha,22,3.1,cat,1,2-May
1443,Meagan,22,3.1,rabbit,1,14-Dec
1269,Arthur,22,2.7,cat,1,20-Nov
4025,Ava,22,2.5,ctt,1,27-Jan
4073,Carlos,22,3.4,dog,0,23-May
3031,Courtney,22,2.9,dog,1,4-Jan
551,Gary,22,,cat,0,2-Jan
1263,Leah,22,2.8,hamster,1,24-Sep
787,Trevor,22,,parrot,1,6-May
3167,Wei,22,3.1,goldfish,0,21-Sep
3511,Raj,22,2.2,cat,1,15-Dec
1981,Dennis,22,3.8,cat,1,7-Sep
1259,Briana,22,2.9,rabbit,0,9-Jun
4665,Olivia,22,2.2,cat,1,23-Sep
2370,Tonya,22,2.6,dsg,0,5-Nov
3862,Fatima,22,2.9,dog,1,28-Jan
3434,Fatima,22,,cat,1,7-Jan
1778,Jeremiah,22,3.1,dog,0,14-May
3838,Carlos,22,3.7,dog,0,14-Jun
2949,Sergio,22,2.6,dog,0,7-Sep
370,Taylor,22,,dog,0,22-Sep
2435,Rodney,22,2,dog,0,17-May
1986,Christine,22,2.4,cat,1,25-Apr
2601,Stephen,22,3.2,dog,0,7-Sep
3578,Ava,22,2.8,cat,0,10-Dec
1136,Terry,22,3.4,dog,1,4-Jul
2526,Sarah,22,3.8,cat,0,19-Sep
4297,Olivia,22,3.9,dog,1,30-Jun
2470,Evan,22,3.7,cat,0,28-Feb
1585,Gregory,22,3.7,cat,0,3-Dec
2440,Carolyn,22,3.3,cat,0,27-Aug
294,Angela,22,3.1,cat,0,15-Oct
4311,Aisha,22,2.8,rabbit,1,22-Jun
2265,Meghan,22,2.1,parrot,0,22-Jul
3731,Raj,22,2.5,dog,0,26-Apr
4526,Mohammed,22,3.5,rabbit,1,5-Jan
239,Joe,22,3.2,dhg,1,10-Feb
2595,Phillip,22,3.6,dog,0,19-Apr
4149,Ivan,22,2.6,cat,1,21-Dec
3241,Isabella,22,3.5,dog,0,16-Jan
3017,Peter,22,2.8,cat,1,13-Sep
1345,Pamela,22,3.8,dog,1,2-Feb
1495,Lauren,22,3.8,dog,1,29-Jun
3024,Alejandro,22,3.8,hamster,1,21-Dec
3789,Aisha,22,3.7,hamster,0,9-Jan
4540,Fatima,22,3,cat,0,5-Dec
2632,Ruben,22,2.3,dog,1,11-Dec
4163,Carlos,22,3.5,cat,1,9-Mar
2271,Judith,22,2.4,dog,1,20-Jul
1712,Mckenzie,22,2.9,cat,1,19-Jun
5100,Olivia,22,4,cat,1,2-Dec
2620,Gabriel,22,2.5,dog,1,27-Oct
2796,Melanie,22,3.9,dog,0,6-Jun
2540,Pamela,22,2.3,cst,0,8-Apr
5128,Mohammed,22,3.8,dog,1,6-Sep
3815,Aisha,22,4,cat,0,26-Mar
4857,Mohammed,22,3.4,goldfish,1,18-Jul
2087,Aimee,22,3.6,cat,0,21-Jul
3690,Ivan,22,2.5,dog,0,21-Sep
1666,Christie,22,3.9,cat,1,30-Dec
2773,Melanie,22,2.4,cat,1,1-Oct
2487,Eugene,22,3.7,rabbit,1,8-Dec
3923,Ava,22,2.3,dog,0,8-Apr
1972,Ivan,22,2.4,cat,0,30-Oct
651,Bonnie,22,,snake,0,30-Oct
2102,Benjamin,22,3.5,snake,1,9-Jun
5052,Yuki,22,3.8,dog,0,25-Sep
1871,Ronnie,22,3.5,rabbit,0,17-Jan
562,Kerri,22,,dog,0,8-Feb
678,Cheryl,22,,dog,0,22-Apr
2570,Keith,22,3.3,rabbit,1,8-Jan
3386,Olivia,22,2,dog,1,19-Apr
65,Heidi,22,3.7,cat,0,22-Dec
1398,Cristina,22,2,dog,0,12-Jan
4936,Carlos,22,2.5,cat,1,30-Nov
3893,Ava,22,2.7,dog,0,5-May
3255,Ava,22,3.7,cat,0,7-Jul
1602,Paula,22,3.5,goldfish,0,10-Aug
1428,Howard,22,2.6,dog,1,4-Mar
1565,Cheyenne,22,4,ctt,0,19-Sep
3655,Isabella,22,2.4,cat,0,10-Sep
3811,Mohammed,22,3.2,dog,0,15-May
814,Ann,22,3.1,dog,1,4-Dec
2517,Angela,22,3.4,cat,0,19-Apr
496,Mario,22,,snake,1,30-Jun
1835,Phyllis,22,3.2,hamster,1,23-Jul
4864,Isabella,22,3,dog,1,15-Apr
4990,Mohammed,22,2.9,cat,1,15-Dec
3487,Ivan,22,2.7,dog,0,27-Oct
4235,Aisha,22,2.5,dog,1,8-Sep
1817,Douglas,22,2.6,hamster,0,12-Dec
1342,Cassidy,22,2.9,goldfish,1,23-Mar
1380,Whitney,22,,parrot,0,24-Sep
3417,Raj,22,,cat,0,23-Nov
989,Arthur,22,3.3,dog,1,6-Nov
2967,Stacie,22,3,rabbit,1,11-Aug
517,Kylie,22,,goldfish,0,10-Aug
2720,Olivia,22,3.6,dog,0,8-Jul
2020,Jake,22,3.4,dog,0,2-May
1830,Micheal,22,2.6,parrot,0,10-Apr
4195,Raj,22,3.8,cat,1,15-Jan
2425,Mckenzie,22,3.6,cat,1,12-Jul
2502,Alexandria,22,3,cat,1,22-Apr
1514,Dennis,22,3.8,dog,0,14-May
338,Bradley,22,,cat,1,25-May
1894,Jeremy,22,3.9,rabbit,1,8-May
1074,Chase,22,3.7,dqg,1,14-Jan
1936,Joe,22,3,cat,1,9-Sep
4909,Ava,22,3.8,cat,1,7-Jan
1069,Tonya,22,2.9,cot,1,12-May
830,James,22,3.3,hamster,0,11-Jun
1980,Roger,22,2.7,hamster,1,14-Jul
995,Bobby,22,3.2,dog,1,3-Feb
2474,Cindy,22,2.8,cbt,0,11-Jan
4679,Carlos,22,3.7,dog,0,22-Aug
1844,Darlene,22,3.3,dog,0,9-May
779,Rebecca,22,,cat,0,6-Jul
1185,Jerry,22,2.8,cat,1,12-May
5114,Wei,22,3.2,dog,1,18-May
2261,Alexandria,22,3.5,cat,1,13-Jan
4153,Carlos,22,2.7,rabbit,1,31-Jan
3281,Raj,22,2.3,dog,0,10-Mar
1435,Bruce,22,3.8,hamster,1,2-Oct
3117,Carlos,22,3.1,dog,1,7-Sep
4548,Yuki,22,3.4,dpg,1,14-Jan
992,Cheryl,22,2.3,cat,0,8-May
4065,Mohammed,22,2.2,dog,0,18-May
1459,Kimberly,22,2.7,dog,1,5-Dec
3048,Gail,22,2.6,dog,1,18-Apr
1284,Kim,22,2.8,dog,0,3-Dec
1703,Ethan,22,2.1,cat,1,5-Jun
1187,Kendra,22,3.8,snake,1,29-Dec
3963,Fatima,22,3.2,dpg,1,27-Feb
1984,Robyn,22,3,dog,1,19-Sep
3728,Carlos,22,4,dog,0,14-Oct
3078,Gerald,22,2.2,dog,1,15-May
556,Patrick,22,,cat,1,1-Nov
3703,Carlos,22,3.7,rabbit,0,27-Jan
3743,Wei,22,3.8,hamster,0,18-Feb
5160,Ivan,22,2.2,rabbit,1,21-Mar
2310,Joshua,22,2.2,dog,0,31-Mar
2431,Jillian,22,2.8,dog,0,1-Nov
3331,Olivia,22,,hamster,1,10-Dec
2597,Johnny,22,3.1,dog,1,23-Mar
972,Marissa,22,2.7,dog,0,12-Feb
1568,Savannah,22,3,dog,0,24-Dec
1983,Javier,22,3.2,snake,1,7-Mar
3185,Olivia,22,2.6,dfg,0,6-Feb
1403,Dylan,22,3.9,goldfish,0,28-Jan
3687,Aisha,22,3.8,cat,1,3-Apr
4288,Carlos,22,2.8,dog,0,14-Jan
1037,Craig,22,2.3,dog,0,6-Jul
3954,Ava,22,2.6,cat,1,10-Apr
195,Joy,22,3.5,dog,0,15-May
4299,Ava,22,3.4,cqt,0,10-Nov
2268,Kari,22,3.2,dog,1,21-Nov
1760,Beverly,22,3,cat,1,3-Jan
4520,Ava,22,2.6,cat,0,17-Feb
3370,Ivan,22,3.5,cat,1,15-Mar
1967,Edwin,22,3,dog,0,28-Oct
1627,Daryl,22,3.6,cct,0,3-Jan
3442,Olivia,22,2.3,dog,1,9-Apr
3403,Ivan,22,3.8,goldfish,0,14-Sep
4232,Carlos,22,2.2,cat,0,18-Feb
4809,Raj,22,2.9,goldfish,0,24-Mar
4701,Isabella,22,4,cat,1,30-Mar
1003,Suzanne,22,2.7,dsg,0,12-May
1664,Heidi,22,2.2,dog,0,23-Dec
2468,Adam,22,2.9,rabbit,0,14-Dec
4613,Ava,22,3.1,dog,1,31-Aug
1806,Tammie,22,2.3,dog,1,30-Dec
607,Martin,22,,snake,0,24-Mar
656,Kenneth,22,,cat,1,12-Oct
1628,Michelle,22,3.4,dog,1,7-Sep
4138,Wei,22,2.3,cat,0,2-Aug
3845,Aisha,22,2.4,cat,1,10-Mar
2684,Yolanda,22,3.6,cat,1,20-Feb
1777,Derek,22,2.1,goldfish,1,25-Nov
1963,Eugene,22,2.3,rabbit,0,1-Jan
1117,Colleen,22,2.2,dog,1,15-Mar
3615,Aisha,22,3.4,parrot,1,21-Apr
249,Dawn,22,2.3,cat,1,18-Aug
1011,Cheyenne,22,3.2,dzg,1,25-Dec
895,Jermaine,22,2.1,parrot,1,19-Sep
15,Kristina,22,4,dog,0,8-Oct
4790,Fatima,22,2.7,dog,0,7-Sep
2861,Kathleen,22,3.8,cat,1,16-Dec
180,Julia,22,2.8,cat,0,21-Jun
2082,Clayton,22,2,rabbit,1,26-Mar
2351,Frederick,22,3,cat,1,21-Oct
5081,Mohammed,22,3.3,goldfish,0,18-Feb
1213,Matthew,22,3.5,dog,0,14-Mar
2637,Tammy,22,2.8,dog,0,9-Jun
3902,Mohammed,22,3.3,goldfish,0,29-Oct
5006,Carlos,22,2.2,cat,1,16-Apr
803,Whitney,22,,cat,1,18-Apr
2605,Andre,22,2.4,snake,1,12-Apr
3957,Carlos,22,3.2,czt,0,18-Nov
5,Fatima,22,2,goldfish,1,10-May
988,Anne,22,3.5,cat,1,22-Aug
2560,Nathaniel,22,3.1,cat,0,3-Sep
3072,Eric,22,3.2,cat,1,9-Sep
5002,Carlos,22,3.4,rabbit,0,26-Dec
2747,Brent,22,2.6,cat,1,18-Mar
3346,Mohammed,22,,cat,1,4-Sep
2456,Mark,22,3.9,dog,1,11-Mar
4324,Mohammed,22,2.9,cat,0,25-Aug
2350,Mckenzie,22,2.5,cst,1,2-Jul
533,Denise,22,,cat,1,20-Apr
4503,Olivia,22,3.5,dog,0,19-Jul
1294,Laura,22,2.8,cat,0,6-Apr
3428,Mohammed,22,,dog,1,6-May
4415,Isabella,22,2.1,dog,1,11-May
3000,Mitchell,22,2.6,snake,0,17-Sep
4010,Aisha,22,2.9,dog,1,13-Aug
4206,Aisha,22,3.5,cat,0,25-Jan
4017,Wei,22,3.1,dog,0,5-Dec
841,Katherine,22,2.5,cat,0,11-Apr
1374,Hayley,22,,parrot,1,6-May
3618,Yuki,22,3.1,cat,1,17-Jun
819,Charlotte,22,4,dog,1,8-Dec
4969,Isabella,22,3.9,rabbit,0,5-Jul
1755,Elijah,22,3.6,dmg,1,7-Jul
389,Gregory,22,,hamster,0,15-Sep
4397,Mohammed,22,3,dog,1,13-Aug
3151,Aisha,22,2.3,cat,1,7-May
3616,Aisha,22,3,dog,1,9-Apr
4353,Carlos,22,3.6,cat,1,16-Oct
4181,Raj,22,2.2,cat,1,8-Aug
3528,Mohammed,22,3.5,parrot,1,4-Jul
791,Victor,22,,goldfish,1,22-Oct
2016,Lynn,22,3.5,cat,1,21-Nov
2860,Ashley,22,3.8,dog,0,2-Jan
2121,Jeremiah,22,2.3,goldfish,1,25-Mar
541,Stacy,22,,cat,1,18-Mar
2748,Victoria,22,2.3,cat,1,3-Apr
3054,Marisa,22,3.7,cat,1,25-Dec
3341,Ava,22,,hamster,1,11-Mar
2559,Rick,22,3.5,goldfish,1,27-Dec
1006,Sierra,22,2.1,parrot,1,17-Nov
3672,Raj,22,2.1,cat,1,28-May
79,Claudia,22,2.8,dog,1,24-Jul
3580,Wei,22,2,cat,1,20-Jun
510,Tracy,22,,cat,1,23-Jul
1960,Alison,22,2.7,dog,1,20-Dec
3311,Ava,22,,cet,0,26-Nov
962,Gabriella,22,2.4,dog,1,28-Jan
4237,Carlos,22,2.5,crt,0,15-Jul
1323,Ruben,22,3,cat,0,3-Apr
892,Victor,22,2.7,dog,0,19-Mar
1851,Alison,22,2.1,parrot,0,8-Jun
2496,Jeremiah,22,2.2,dog,0,5-Oct
2792,Emily,22,3.3,dog,0,21-Mar
4527,Carlos,22,2.7,cat,1,29-Dec
1063,Levi,22,3.4,cat,1,2-Jan
247,Scott,22,3.2,cat,1,27-Oct
2023,Cody,22,3.8,cat,1,21-Aug
4145,Ava,22,3,cat,1,17-Dec
4398,Isabella,22,3.6,rabbit,0,16-Oct
4839,Wei,22,2.4,cyt,0,17-Jan
760,Caleb,22,,cat,0,24-Feb
4913,Ava,22,3.1,dog,1,16-Jun
1152,Stefanie,22,3.9,cat,1,6-Nov
2356,Rebecca,22,3.2,dpg,0,6-Feb
3380,Wei,22,3.2,dog,0,2-Jan
774,Gail,22,,dog,0,10-Sep
1758,Taylor,22,3.6,cat,0,5-May
1685,Alexandra,22,3,cat,1,17-Aug
441,Darlene,22,,cat,1,25-Sep
3929,Ava,22,3.9,rabbit,1,21-Sep
4646,Carlos,22,3.2,cat,1,4-Nov
4759,Raj,22,3.2,hamster,0,15-Dec
2609,Sherri,22,2.5,cat,0,20-Jan
3908,Aisha,22,3.1,goldfish,0,9-Sep
3484,Wei,22,3.2,dng,0,19-Apr
1954,Terry,22,2.7,cat,1,13-Apr
4692,Fatima,22,3,cat,0,17-Apr
1746,Kristy,22,2.5,cat,0,9-Feb
458,Ivan,22,,cat,1,6-Jul
4614,Raj,22,3.9,cat,0,24-Mar
3658,Carlos,22,3.1,dog,1,2-Nov
1750,Ana,22,3.5,cat,1,29-Aug
10,Yuki,22,3.1,dog,1,20-Mar
5187,Yuki,22,3.5,dog,0,7-Nov
174,Sandy,22,3.1,cat,1,17-Sep
1051,Tabitha,22,3.4,snake,1,6-Aug
3155,Yuki,22,2.1,goldfish,0,13-Feb
5015,Ava,22,3.6,cat,1,10-Jun
5096,Ava,22,2.8,dog,1,11-Aug
1227,Dawn,22,2.9,dog,0,17-Aug
4560,Carlos,22,2.8,goldfish,1,30-May
3217,Raj,22,2.5,dog,0,4-Dec
1498,Erin,22,3.9,goldfish,1,3-May
4579,Olivia,22,2.2,hamster,1,22-Nov
3164,Aisha,22,2.7,parrot,1,26-Oct
3198,Fatima,22,3.5,dog,1,24-Jun
618,Stefanie,22,,rabbit,1,25-May
1382,Yesenia,22,3.4,cat,0,21-Feb
3040,Billy,22,3.3,cet,0,22-Sep
451,Javier,22,,cct,1,13-Sep
2447,Ruth,22,2.5,dog,1,9-Jun
3486,Isabella,22,3.1,cat,1,14-May
1987,Theodore,22,3.9,cat,0,16-Feb
158,Betty,22,3.1,rabbit,0,5-Jan
4669,Aisha,22,2.5,dlg,1,9-Mar
4554,Yuki,22,2.3,rabbit,0,9-Aug
3087,Sharon,22,2.5,dog,1,5-Apr
671,Traci,22,,dog,1,12-Nov
3512,Aisha,22,2.5,dog,1,16-Apr
4920,Yuki,22,3.3,cat,1,24-Jan
2859,Adriana,22,3.3,cat,1,23-Feb
720,William,22,,dog,1,5-May
847,Chelsea,22,2.4,cat,1,4-Apr
1272,Vernon,22,3.2,cat,1,17-Apr
280,Mariah,22,2.7,cat,0,12-Mar
2131,Christine,22,3.2,cat,0,4-Oct
5162,Mohammed,22,2.4,dog,0,31-Dec
869,Edwin,22,2.4,dog,1,29-Jul
2625,Michael,22,3.1,hamster,0,17-Jun
3451,Fatima,22,2.9,dog,1,28-Mar
2116,Travis,22,2.6,cat,0,31-Oct
3867,Mohammed,22,3.8,dog,1,12-Apr
1903,Kara,22,3.3,dxg,1,21-Feb
3009,Rebecca,22,3.6,dog,1,30-Jun
3276,Yuki,22,2.2,cat,1,2-Jun
4500,Fatima,22,3.4,dog,0,18-Nov
840,Jessica,22,3.6,goldfish,0,10-Jun
1040,Harold,22,2.8,cat,0,16-Dec
4279,Olivia,22,2.4,cat,1,13-Sep
468,Rick,22,,parrot,0,28-Feb
2314,Adrian,22,2.9,dog,1,14-Jun
1650,Katrina,22,2.6,cat,1,11-May
3769,Carlos,22,3.5,cwt,0,13-Mar
2729,Valerie,22,2.5,dog,1,19-Sep
2348,Daryl,22,3.6,dog,1,20-Nov
365,Brandi,22,,cat,1,28-Dec
3404,Ava,22,3.4,cat,1,29-Jan
4757,Raj,22,2.8,cat,1,28-Nov
5178,Mohammed,22,2.3,dog,1,21-Jun
2149,Paul,22,3.7,parrot,0,18-Jan
1112,Victoria,22,3.6,dog,1,8-Jun
1022,Tonya,22,3.7,cat,1,29-Aug
1337,Angie,22,2.6,cat,0,5-Oct
1704,Mario,22,3.3,cat,0,1-Sep
1062,Kaitlin,22,3,dog,0,7-Jan
4977,Aisha,22,3.5,dog,0,10-Oct
4595,Ava,22,3.2,dcg,1,12-Feb
1340,Roy,22,3.6,cat,0,15-Mar
3565,Mohammed,22,2.9,dog,1,22-Nov
2450,Christy,22,3,cat,1,28-Jul
2177,Katie,22,3,dog,1,27-Aug
3008,Louis,22,3.7,goldfish,0,2-Oct
3740,Carlos,22,2.7,dpg,1,1-Apr
1923,Faith,22,3.4,cat,0,16-Apr
2100,April,22,3.8,cat,1,1-Oct
4089,Ava,22,4,snake,0,12-Nov
3020,Dawn,22,3.6,dog,0,14-Nov
4941,Olivia,22,2.4,cat,0,16-Jul
2599,Krystal,22,2.6,cat,1,5-Jun
4368,Fatima,22,3.3,dog,1,1-Nov
4261,Olivia,22,3.9,dlg,0,10-Dec
2894,Antonio,22,2.8,cat,0,2-Nov
3147,Carlos,22,2.5,dog,0,13-Oct
3305,Olivia,22,2.8,parrot,0,19-Mar
4033,Fatima,22,3.9,dog,1,7-Dec
939,Gloria,22,2.7,goldfish,1,23-Oct
528,Joseph,22,,cat,1,27-Nov
2623,Paula,22,3.4,cst,1,17-Jan
2405,Richard,22,2.3,dog,0,2-Mar
1154,Patricia,22,3.5,goldfish,0,21-Dec
411,Crystal,22,,cat,1,17-Feb
3760,Aisha,22,4,snake,0,24-Jun
4725,Ivan,22,2.8,dzg,0,26-Sep
4582,Isabella,22,3,dog,1,13-Jan
4116,Fatima,22,3.7,dog,0,24-Jul
3766,Raj,22,2.1,dog,0,21-May
2589,Lacey,22,3.7,cat,1,20-Mar
1785,Tina,22,2.4,hamster,0,27-Apr
3706,Isabella,22,3.3,snake,0,15-Feb
1533,Laurie,22,2,parrot,1,7-Jul
2854,Erika,22,2.4,snake,0,1-Oct
4439,Olivia,22,2.3,cat,1,15-Sep
2896,Cheryl,22,2.6,cat,0,30-Mar
1452,Ronald,22,4,snake,0,19-Sep
2069,Ray,22,2.3,parrot,0,25-Jun
2817,Jessica,22,2.1,dog,0,1-Feb
1733,Kelli,22,3.3,parrot,1,20-Jul
4267,Fatima,22,3.6,cat,1,12-Nov
4791,Isabella,22,3.6,parrot,1,23-Jan
1592,Alan,22,3.5,cat,0,19-Jun
2504,Steve,22,4,cat,1,19-Jul
4330,Olivia,22,3.9,cat,1,30-Mar
2715,Alexandria,22,2.1,hamster,0,12-Dec
916,Jeremy,22,3.2,dog,0,18-Sep
913,Summer,22,2.3,rabbit,1,13-Sep
2066,Kevin,22,2.9,cit,1,26-Aug
781,Pedro,22,,cat,1,17-Nov
2338,Johnny,22,2.2,parrot,1,2-Jul
4938,Fatima,22,3.4,cat,1,13-Oct
3665,Wei,22,3.3,cat,0,8-Jul
1998,Charlotte,22,3,cat,1,7-Jan
3123,Ivan,22,2.4,cat,1,29-Sep
2340,Ray,22,3.9,cat,1,29-Jul
3735,Ava,22,2.5,cat,0,11-Jul
2276,Jerry,22,2.8,dog,0,8-Nov
4858,Yuki,22,2.4,rabbit,1,23-Jan
346,Jonathon,22,,dog,1,18-May
3349,Raj,22,3.2,dog,0,14-Jan
1372,Traci,22,,dog,1,8-May
1989,Gregory,22,3.8,cat,1,2-Feb
5101,Isabella,22,2.9,hamster,0,24-May
1615,Lawrence,22,3.2,cat,0,26-Feb
4473,Fatima,22,2.5,cat,1,13-Oct
2048,Amanda,22,2.2,hamster,0,12-Jul
1031,Leslie,22,3.2,cat,1,17-Jan
1084,Roger,22,3.4,cat,0,9-Apr
3759,Carlos,22,2.5,parrot,0,13-Jan
4260,Mohammed,22,3.4,hamster,0,20-Apr
3043,Anne,22,2.6,dog,0,22-Jun
1517,Clayton,22,2.5,snake,1,1-Feb
1425,Marie,22,2.5,rabbit,0,9-Oct
2024,Brandi,22,3.6,cat,1,20-Apr
923,Jonathan,21,2.6,cat,1,5-Oct
2923,Darren,21,2.7,dog,1,11-Nov
2278,Dalton,21,2.9,cat,1,5-Sep
1766,Jeff,21,3.2,cat,0,16-Apr
4013,Isabella,21,3.3,dog,0,3-Oct
2714,Vicki,21,2.3,cat,1,13-Sep
3325,Raj,21,,cat,0,28-Oct
4745,Raj,21,2.3,dog,0,30-Jun
1553,Caitlin,21,2.4,dmg,1,5-Sep
1271,Gabriella,21,3.4,cat,0,15-Jun
1376,Chase,21,,dog,1,21-Nov
2482,Savannah,21,3.7,cat,0,2-Dec
4038,Olivia,21,3.4,dog,0,20-Apr
2427,Charles,21,2.9,parrot,1,28-Apr
4973,Mohammed,21,3.1,dog,1,6-Jan
722,Harold,21,,goldfish,1,9-Apr
4930,Aisha,21,2.8,dyg,1,25-Oct
2312,April,21,3.7,cat,0,10-Jan
1430,Terrance,21,3.7,dyg,1,30-Aug
1172,Frank,21,3.7,dog,1,12-May
3719,Raj,21,2.5,parrot,0,1-Jan
1055,Elaine,21,2.4,rabbit,1,25-Feb
5034,Mohammed,21,2.4,cat,1,18-Aug
2975,Amanda,21,3.6,hamster,1,7-Jan
2049,Suzanne,21,2.3,cut,1,6-May
1680,Jesse,21,3,dog,0,20-Jul
154,Kyle,21,2.9,snake,1,25-Jan
3154,Fatima,21,2.5,dog,0,31-Oct
3016,Andrew,21,2.4,dog,1,17-Jan
1455,Priscilla,21,3.5,snake,0,13-May
2666,Tiffany,21,2.2,cat,0,24-Jul
1696,Donna,21,2.1,dog,0,19-Dec
371,Max,21,,dog,0,22-Dec
2488,Tina,21,2.7,dog,0,5-Nov
4620,Isabella,21,3.8,cat,0,3-Jun
4101,Raj,21,2.1,dog,1,27-Oct
4492,Aisha,21,3.8,cat,1,20-Jan
1338,Allen,21,2.3,rabbit,1,24-Jul
3764,Ivan,21,2.8,dog,0,11-May
1352,Fernando,21,,cat,1,20-Feb
2170,Lauren,21,3.7,cat,1,8-Jul
4834,Ivan,21,3.8,dog,1,8-Aug
641,Tabitha,21,,cat,0,31-Aug
2660,Audrey,21,3.1,dog,1,16-Jun
2944,Bethany,21,2.3,cat,1,8-Sep
3552,Olivia,21,3.9,cat,0,23-May
499,Elizabeth,21,,dog,1,16-Jul
3129,Ava,21,2.1,parrot,0,23-Dec
1606,Kathleen,21,4,dog,0,27-Oct
3097,Jeanette,21,4,dog,0,1-Nov
1799,Veronica,21,2.5,cat,1,5-Jun
1671,Kristy,21,2.4,dog,1,22-Feb
3568,Ava,21,2,parrot,0,10-Mar
2712,Brett,21,2.1,dog,1,14-Mar
4303,Ava,21,2.6,dog,0,20-Mar
366,Ronnie,21,,snake,0,21-Jun
1400,Brandon,21,3.4,dog,0,23-Apr
4569,Ava,21,2.7,cat,0,9-Feb
3327,Raj,21,,hamster,0,5-Feb
3210,Wei,21,2.2,dog,0,17-May
5124,Yuki,21,2.8,cat,1,26-Jul
3659,Aisha,21,2.5,dog,1,9-Feb
3729,Mohammed,21,2.4,hamster,1,5-Sep
5025,Fatima,21,2.6,cat,1,15-May
3685,Isabella,21,3.2,cat,1,24-Jan
4799,Ivan,21,2.4,cat,1,17-Dec
4250,Ivan,21,3.2,dog,0,26-Feb
2472,Brent,21,3.5,dog,1,3-Aug
1542,Terry,21,2.9,dog,1,9-May
119,Brenda,21,2.5,dog,0,22-Dec
4830,Raj,21,2.5,dog,0,28-Oct
1504,Amber,21,3.6,dog,0,8-Jul
3234,Carlos,21,3.1,cat,0,7-Jun
3684,Yuki,21,2.2,cst,0,27-Apr
4344,Ava,21,2.2,cat,0,11-Jul
2777,Sarah,21,2.1,cat,1,26-Jan
2986,Rodney,21,2.3,dog,0,31-Aug
2067,Nicholas,21,2.6,dog,1,4-Apr
4961,Fatima,21,2.6,cat,0,6-Jul
1302,Melanie,21,2.7,snake,0,4-Jan
261,Benjamin,21,3.7,cat,1,18-Feb
1176,Natalie,21,2.1,goldfish,1,16-Sep
1816,Marisa,21,2.7,dmg,1,24-Aug
100,Kristin,21,3.6,goldfish,1,23-Jul
4777,Mohammed,21,3.3,rabbit,1,10-Jun
2873,Raymond,21,3.7,hamster,0,23-Aug
574,Rhonda,21,,cat,0,27-Jan
3358,Mohammed,21,2.7,cat,1,8-Mar
3308,Olivia,21,,cat,1,18-Mar
1082,Rebekah,21,3.9,snake,1,19-Oct
2801,Russell,21,3.2,parrot,0,7-Mar
2216,Erin,21,2.8,cat,1,20-Aug
4821,Ava,21,3.4,cat,1,14-Feb
2826,Melinda,21,2.4,goldfish,1,18-Mar
4653,Ava,21,3.8,cat,1,13-Aug
4012,Wei,21,3.4,cat,1,11-Nov
4479,Ava,21,3.8,snake,0,28-Aug
1265,Peter,21,2.9,rabbit,1,4-Jan
2451,Lori,21,3.1,dog,1,31-Oct
